x y z
"14081" 711733.01 5093676.72 465.97
"14101" 711735.41 5093911.72 465.48
"14121" 711732.48 5093676.92 465.97
"14141" 711735 5093987.89 465.18
"14161" 711732.85 5093784.65 468.16
"14181" 711733.48 5093910.88 465.5
"14201" 711731.14 5093724.47 464.28
"14221" 711732.28 5093911.38 465.61
"14241" 711730.77 5093812.42 465.64
"14261" 711730.52 5093836.97 465.87
"14281" 711729.8 5093860.06 466.47
"14301" 711729.24 5093784.01 468.05
"14321" 711729.54 5093983.93 464.36
"14341" 711728.2 5093831.96 466.74
"14361" 711727.68 5093904.95 465.52
"14381" 711726.84 5093903.85 465.56
"14401" 711726.15 5093839.69 466
"14421" 711725.11 5093992.03 464.38
"14441" 711724.94 5093879.97 465.94
"14461" 711724.32 5093845.58 465.69
"14481" 711724.2 5093906.49 465.66
"14501" 711723.2 5093897.49 465.59
"14521" 711722.95 5093743.47 462.98
"14541" 711722.46 5093891.22 465.48
"14561" 711721.41 5093892.98 465.6
"14581" 711721.34 5093742.15 462.94
"14601" 711720.8 5093872.17 465.62
"14621" 711719.56 5093942.78 464.31
"14641" 711719.72 5093868.23 465.56
"14661" 711719.64 5093742.19 462.91
"14681" 711719.11 5093876.36 465.58
"14701" 711717.93 5093990.37 464.48
"14721" 711718.28 5093866.71 465.55
"14741" 711718.5 5093716.07 464.28
"14761" 711717.61 5093874.59 465.64
"14781" 711716.68 5093872.15 465.72
"14801" 711717.17 5093715.01 464.42
"14821" 711715.27 5093995.31 464.3
"14841" 711715.48 5093792.28 466.41
"14861" 711714.46 5093788.29 466.57
"14881" 711712.44 5093992.13 464.61
"14901" 711713.58 5093731.47 463.91
"14921" 711712.66 5093719.21 464.08
"14941" 711711.76 5093720.98 464.06
"14961" 711710.28 5093780.12 465.69
"14981" 711709.34 5093764.97 464.25
"15001" 711708.17 5093750.33 464.07
"15021" 711707.14 5093742.07 463.85
"15041" 711705.01 5093850.41 465.8
"15061" 711704.28 5093880.33 465.95
"15081" 711704.8 5093739.52 463.5
"15101" 711703.51 5093754.06 464.16
"15121" 711702.63 5093745.57 463.97
"15141" 711701.57 5093752.6 463.94
"15161" 711700.69 5093751.04 464.18
"15181" 711699.01 5093829.46 466.02
"15201" 711696.65 5093915.48 464.99
"15221" 711698.38 5093720.59 463.96
"15241" 711695.76 5093933.91 464.03
"15261" 711697.23 5093762.92 463.93
"15281" 711695.29 5093905.54 464.94
"15301" 711697 5093719.24 464.33
"15321" 711694.85 5093905.09 464.86
"15341" 711696.51 5093718.58 464.37
"15361" 711693.74 5093987.66 464.24
"15381" 711695.81 5093719.87 464.45
"15401" 711694.79 5093766.93 463.83
"15421" 711694.74 5093764.61 464.04
"15441" 711694.39 5093763.8 464.07
"15461" 711694.21 5093775.05 463.84
"15481" 711693.91 5093760.93 463.93
"15501" 711693.09 5093864.03 466.01
"15521" 711693.36 5093763.15 463.9
"15541" 711692.48 5093832.78 465.85
"15561" 711692.92 5093751.72 464.11
"15581" 711691.92 5093801.91 466.09
"15601" 711692.4 5093715.97 464.01
"15621" 711691.6 5093821.13 465.89
"15641" 711691.19 5093742.97 464.19
"15661" 711691.23 5093720.63 463.89
"15681" 711689.52 5093917.97 463.95
"15701" 711689.62 5093758.76 463.96
"15721" 711689.81 5093717.31 464.26
"15741" 711689.27 5093777.98 463.88
"15761" 711687.9 5093809.75 465.91
"15781" 711688.32 5093717.42 464.26
"15801" 711687.8 5093771.42 463.7
"15821" 711685.92 5093872.15 466.01
"15841" 711686.54 5093715.62 464.07
"15861" 711685.9 5093787.55 463.78
"15881" 711684.53 5093772.1 463.75
"15901" 711684.37 5093759.94 463.97
"15921" 711682.35 5093772.3 463.84
"15941" 711682.44 5093725.22 464.59
"15961" 711680.94 5093891.29 464.11
"15981" 711680 5093766.47 463.64
"16001" 711680.19 5093718.01 463.98
"16021" 711679.56 5093777.05 463.8
"16041" 711677.23 5093867.33 465.44
"16061" 711677.75 5093717 463.81
"16081" 711677.23 5093767.78 463.68
"16101" 711674.57 5093937.41 464.09
"16121" 711675.2 5093759.54 462.82
"16141" 711675.35 5093714.25 463.71
"16161" 711674.77 5093778.13 463.33
"16181" 711672.7 5093796.87 463.98
"16201" 711672.78 5093732.81 464.17
"16221" 711671.79 5093857.03 465.57
"16241" 711670.3 5093765.54 462.92
"16261" 711670.08 5093756.67 463.84
"16281" 711669.46 5093841.54 465.7
"16301" 711667.59 5093814.03 463.96
"16321" 711667.73 5093757.87 463.97
"16341" 711667.63 5093729.12 464.37
"16361" 711667.11 5093789.39 463.69
"16381" 711665.16 5093809.68 463.55
"16401" 711665.34 5093747.39 464.11
"16421" 711665.25 5093724.66 463.87
"16441" 711664.73 5093794.28 463.63
"16461" 711662.72 5093836.06 465.88
"16481" 711662.78 5093750.21 463.96
"16501" 711662.69 5093725.58 464
"16521" 711662.3 5093787.1 463.8
"16541" 711660.55 5093840.81 465.68
"16561" 711660.56 5093777.74 463.99
"16581" 711660.63 5093726.92 464.12
"16601" 711660.45 5093729.93 464.02
"16621" 711660.06 5093787.76 463.66
"16641" 711659.14 5093940.25 463.93
"16661" 711658.34 5093780.02 464.09
"16681" 711658.4 5093720.7 463.9
"16701" 711658.2 5093732.96 463.77
"16721" 711657.92 5093786.16 464.15
"16741" 711655.91 5093918.49 463.88
"16761" 711655.97 5093743.52 463.89
"16781" 711655.82 5093726.43 464.09
"16801" 711655.57 5093774.98 463.98
"16821" 711653.75 5093816.12 463.6
"16841" 711653.79 5093762.48 464.21
"16861" 711653.78 5093721.08 463.91
"16881" 711653.52 5093748.82 463.95
"16901" 711653.32 5093793.31 464.08
"16921" 711651.5 5093811.23 462.69
"16941" 711651.57 5093768.42 464.33
"16961" 711651.37 5093727.61 463.84
"16981" 711651.18 5093778.63 463.98
"17001" 711651 5093816.68 463.43
"17021" 711649.32 5093794.17 464.42
"17041" 711649.25 5093747.35 464.03
"17061" 711649.2 5093704.82 463.78
"17081" 711648.96 5093749.9 463.75
"17101" 711648.81 5093799.42 464
"17121" 711647.25 5093795.3 464.26
"17141" 711647.17 5093739.92 463.74
"17161" 711647.05 5093706.15 463.95
"17181" 711646.87 5093762.33 464.06
"17201" 711646.75 5093800.14 464.02
"17221" 711644.85 5093821.25 462.79
"17241" 711644.85 5093766.52 464.24
"17261" 711644.78 5093726.51 463.85
"17281" 711644.51 5093767.78 464.29
"17301" 711644.31 5093829.5 463.89
"17321" 711642.69 5093798.91 464.14
"17341" 711642.59 5093744.87 464.04
"17361" 711642.29 5093736.95 463.79
"17381" 711642.17 5093777.01 464.09
"17401" 711642.04 5093813.85 463.76
"17421" 711640.27 5093848.68 463.69
"17441" 711640.14 5093782.36 463.78
"17461" 711640 5093718 463.76
"17481" 711639.78 5093742.85 463.9
"17501" 711639.66 5093792.45 464.04
"17521" 711639.33 5093917.97 463.98
"17541" 711637.81 5093819.36 463.75
"17561" 711637.68 5093757.22 463.85
"17581" 711637.44 5093713.6 464.1
"17601" 711637.32 5093762.55 463.73
"17621" 711637.24 5093810.11 464.19
"17641" 711637.14 5093856.02 464.26
"17661" 711635.8 5093840.53 464.18
"17681" 711635.65 5093781.32 463.77
"17701" 711635.58 5093743.96 463.94
"17721" 711635.37 5093716.89 463.97
"17741" 711635.26 5093765.68 463.93
"17761" 711635.17 5093814.59 464.1
"17781" 711633.69 5093851.18 463.94
"17801" 711633.59 5093805.1 464.02
"17821" 711633.5 5093768.14 463.85
"17841" 711633.4 5093718.29 464.01
"17861" 711633.23 5093725.28 464.15
"17881" 711633.14 5093776.1 463.86
"17901" 711633.1 5093820.06 464.23
"17921" 711632.11 5093950.33 464.65
"17941" 711631.74 5093801.63 464.14
"17961" 711631.64 5093759.6 463.91
"17981" 711631.62 5093692.34 466.86
"18001" 711631.39 5093740.75 463.99
"18021" 711631.33 5093789.23 463.83
"18041" 711631.29 5093823.59 463.88
"18061" 711630.08 5093822.89 464.24
"18081" 711629.94 5093769.23 463.89
"18101" 711629.83 5093721.86 463.88
"18121" 711629.63 5093753.01 463.81
"18141" 711629.59 5093788.74 463.75
"18161" 711629.56 5093846.76 464.2
"18181" 711628.55 5093807.81 463.82
"18201" 711628.46 5093745.47 464
"18221" 711628.3 5093722.4 463.94
"18241" 711628.25 5093789.03 463.89
"18261" 711628.22 5093851.43 464.02
"18281" 711627.29 5093809.31 464.02
"18301" 711627.21 5093760.28 463.97
"18321" 711627.03 5093726.22 463.93
"18341" 711626.98 5093785.52 463.8
"18361" 711626.97 5093845.82 464.25
"18381" 711626.39 5093846.7 464.04
"18401" 711626.29 5093786.18 463.64
"18421" 711626.26 5093741.72 463.92
"18441" 711626.14 5093733.94 464.29
"18461" 711626.09 5093765.44 463.84
"18481" 711626.06 5093819.18 464.25
"18501" 711625.36 5093876.43 463.99
"18521" 711625.24 5093777.4 463.96
"18541" 711625.21 5093741.15 463.81
"18561" 711625.15 5093734.31 464.27
"18581" 711625.12 5093779.29 463.85
"18601" 711625.1 5093849.03 463.83
"18621" 711624.57 5093821.81 464.31
"18641" 711624.43 5093753.85 463.96
"18661" 711624.25 5093733.41 464.1
"18681" 711624.19 5093781.82 463.87
"18701" 711624.15 5093849.27 463.9
"18721" 711623.53 5093857.55 463.9
"18741" 711623.43 5093785.46 463.95
"18761" 711623.58 5093691.16 469.15
"18781" 711623.24 5093766.13 464.09
"18801" 711623.21 5093816.22 463.75
"18821" 711622.67 5093882.44 464.11
"18841" 711622.52 5093806.09 463.88
"18861" 711622.45 5093763.22 464
"18881" 711622.63 5093694.3 469.58
"18901" 711622.24 5093761.39 463.91
"18921" 711622.23 5093798.59 463.92
"18941" 711622.22 5093860.99 464.14
"18961" 711621.58 5093845.13 463.43
"18981" 711621.46 5093771.72 463.89
"19001" 711621.35 5093713.56 464.13
"19021" 711621.2 5093771.21 463.83
"19041" 711621.15 5093840.99 463.29
"19061" 711620.72 5093883.37 464.27
"19081" 711620.55 5093791.45 463.8
"19101" 711620.5 5093706.43 466.47
"19121" 711620.38 5093777.76 464.05
"19141" 711620.39 5093850.96 464.06
"19161" 711619.88 5093896.78 464.03
"19181" 711619.67 5093814.73 463.59
"19201" 711619.58 5093767.15 463.9
"19221" 711619.33 5093743.54 464.01
"19241" 711619.31 5093794.69 463.94
"19261" 711619.33 5093856.07 464.24
"19281" 711618.78 5093807.16 463.92
"19301" 711618.63 5093729.22 463.73
"19321" 711618.57 5093766.62 463.83
"19341" 711618.65 5093849.68 464.18
"19361" 711618.14 5093850.69 463.7
"19381" 711617.98 5093778.57 463.96
"19401" 711617.86 5093727.83 463.87
"19421" 711617.74 5093730.73 463.97
"19441" 711617.76 5093790.01 463.74
"19461" 711617.79 5093845.68 463.84
"19481" 711617.21 5093872.42 463.71
"19501" 711617.06 5093814.97 463.79
"19521" 711616.94 5093767.41 463.95
"19541" 711616.72 5093727.74 463.97
"19561" 711616.77 5093788.26 463.82
"19581" 711616.84 5093860.36 464.04
"19601" 711616.48 5093861.94 464.07
"19621" 711616.27 5093805.42 463.83
"19641" 711616.17 5093772 464
"19661" 711615.84 5093724.82 464.17
"19681" 711615.87 5093791.13 463.92
"19701" 711615.93 5093852.48 464.23
"19721" 711615.47 5093932.25 464.08
"19741" 711615.11 5093841.24 463.13
"19761" 711614.97 5093791.82 463.79
"19781" 711614.81 5093743.72 464
"19801" 711614.69 5093772.65 463.93
"19821" 711614.74 5093810.64 463.69
"19841" 711614.86 5093864.81 464.37
"19861" 711614.19 5093859.54 464.16
"19881" 711613.96 5093810.06 463.85
"19901" 711613.81 5093774.4 463.92
"19921" 711613.46 5093765.57 463.76
"19941" 711613.53 5093808.51 463.94
"19961" 711613.61 5093860.12 464.14
"19981" 711612.98 5093842.45 464.05
"20001" 711612.7 5093783.41 463.92
"20021" 711612.45 5093725.57 464.22
"20041" 711612.36 5093763.41 463.95
"20061" 711612.45 5093805.2 463.78
"20081" 711612.58 5093854.65 464.23
"20101" 711611.76 5093856.94 463.93
"20121" 711611.52 5093812.26 463.74
"20141" 711611.34 5093777.79 463.93
"20161" 711610.94 5093732.95 464.3
"20181" 711611.07 5093787.57 463.75
"20201" 711611.18 5093829.07 463.59
"20221" 711610.75 5093877.32 464.07
"20241" 711610.45 5093824.51 463.66
"20261" 711610.22 5093780.65 464
"20281" 711609.81 5093735.34 464.27
"20301" 711609.98 5093791.39 463.87
"20321" 711610.09 5093830.28 463.64
"20341" 711610.72 5093990.94 466.09
"20361" 711609.18 5093830.88 463.57
"20381" 711608.95 5093789.51 463.93
"20401" 711608.61 5093716.34 465.94
"20421" 711608.63 5093776.02 463.75
"20441" 711608.77 5093810.49 463.85
"20461" 711608.95 5093854.14 464.02
"20481" 711608.18 5093850.17 464.03
"20501" 711607.77 5093790 463.95
"20521" 711607.49 5093749.36 463.94
"20541" 711607.28 5093749.88 463.82
"20561" 711607.46 5093790.62 463.98
"20581" 711607.64 5093830.81 463.65
"20601" 711607.34 5093874.28 464.09
"20621" 711606.88 5093808.49 463.84
"20641" 711606.57 5093763.2 463.68
"20661" 711606.36 5093768.41 463.82
"20681" 711606.55 5093807.59 463.82
"20701" 711606.85 5093867.59 464.1
"20721" 711605.94 5093833.93 463.64
"20741" 711605.62 5093786.64 463.94
"20761" 711605.27 5093720.81 466.51
"20781" 711605.32 5093770.11 464
"20801" 711605.56 5093818.64 463.43
"20821" 711605.43 5093883.58 463.92
"20841" 711604.98 5093824.93 463.62
"20861" 711604.67 5093782.37 463.88
"20881" 711604.13 5093697.96 468.19
"20901" 711604.5 5093795.25 464.1
"20921" 711604.71 5093837.72 463.74
"20941" 711604.14 5093844.18 463.9
"20961" 711603.86 5093809.98 463.81
"20981" 711603.39 5093749.24 464
"21001" 711603.16 5093731.3 465.64
"21021" 711603.41 5093786.93 463.9
"21041" 711603.76 5093847.16 463.8
"21061" 711603.13 5093853.98 463.99
"21081" 711602.77 5093811.53 463.76
"21101" 711602.33 5093755.42 463.94
"21121" 711602.25 5093774.06 463.88
"21141" 711602.49 5093820.22 462.88
"21161" 711602.23 5093874.17 464.18
"21181" 711601.72 5093817.66 463.84
"21201" 711601.07 5093741.24 464.18
"21221" 711601.02 5093779.74 463.87
"21241" 711601.29 5093828.31 463.56
"21261" 711601.55 5093870.55 463.99
"21281" 711600.5 5093845.22 463.93
"21301" 711600.07 5093795.65 464.04
"21321" 711599.35 5093687.92 468.88
"21341" 711599.66 5093782.53 463.76
"21361" 711599.93 5093826.29 463.51
"21381" 711600.23 5093869.68 464.17
"21401" 711599.22 5093859.94 464.25
"21421" 711598.8 5093816.47 464
"21441" 711598.42 5093774.95 464
"21461" 711597.93 5093762.69 463.76
"21481" 711598.18 5093802.15 464.01
"21501" 711598.47 5093850.34 464.12
"21521" 711598.63 5093877.23 463.95
"21541" 711597.66 5093863.26 464.07
"21561" 711597.4 5093836.25 463.86
"21581" 711597.05 5093797.39 464.07
"21601" 711596.35 5093700.61 468.22
"21621" 711596.53 5093796.79 464.14
"21641" 711596.73 5093835.78 463.98
"21661" 711596.88 5093862.61 464.16
"21681" 711595.96 5093886.33 463.89
"21701" 711595.61 5093847.73 464.05
"21721" 711595.26 5093810.23 463.75
"21741" 711594.79 5093759.03 463.81
"21761" 711594.52 5093768.02 464.04
"21781" 711594.8 5093816.48 463.87
"21801" 711595.03 5093854.24 464.2
"21821" 711594.46 5093922.44 463.68
"21841" 711593.7 5093838.54 464.32
"21861" 711593.35 5093803.07 464.04
"21881" 711592.82 5093744.67 464.54
"21901" 711592.58 5093780.77 464.07
"21921" 711592.72 5093809.39 463.85
"21941" 711592.89 5093842.45 464.04
"21961" 711593.31 5093928.55 463.79
"21981" 711591.61 5093851.55 463.86
"22001" 711591.24 5093811.53 463.83
"22021" 711590.92 5093777.08 463.89
"22041" 711590.35 5093775.9 463.73
"22061" 711590.52 5093810.23 463.93
"22081" 711590.71 5093848.04 463.92
"22101" 711591.16 5093944.66 463.76
"22121" 711589.34 5093843.61 464.07
"22141" 711588.99 5093805.78 463.96
"22161" 711588.58 5093762.95 463.68
"22181" 711588.21 5093786.65 463.8
"22201" 711588.41 5093830.41 463.69
"22221" 711588.56 5093863.14 463.73
"22241" 711587.12 5093863.43 463.91
"22261" 711586.82 5093832.9 463.59
"22281" 711586.53 5093799.98 463.89
"22301" 711586.12 5093754.55 464.28
"22321" 711585.63 5093776.71 464.07
"22341" 711585.76 5093810.02 464.11
"22361" 711585.9 5093851.09 463.83
"22381" 711584.91 5093906.5 463.68
"22401" 711584.37 5093843.59 463.86
"22421" 711584.03 5093802.43 464
"22441" 711583.63 5093747.66 465.66
"22461" 711583.23 5093788.34 463.96
"22481" 711583.33 5093816.72 463.85
"22501" 711583.47 5093856.64 463.85
"22521" 711582.02 5093875.92 463.87
"22541" 711581.78 5093847.9 464.17
"22561" 711581.41 5093810.19 463.57
"22581" 711581.03 5093762.7 464.4
"22601" 711580.38 5093774.5 463.87
"22621" 711580.48 5093808.95 463.84
"22641" 711580.61 5093851.19 464.07
"22661" 711580.76 5093899.19 464.05
"22681" 711579.24 5093864.81 464.21
"22701" 711578.96 5093833.18 463.91
"22721" 711578.59 5093789.41 463.79
"22741" 711577.78 5093768.86 463.86
"22761" 711577.88 5093803.38 463.93
"22781" 711578 5093846.92 463.99
"22801" 711578.08 5093874.93 464.08
"22821" 711576.47 5093851.26 463.99
"22841" 711576.17 5093813.62 463.88
"22861" 711575.9 5093779.17 463.95
"22881" 711575.25 5093805.64 463.61
"22901" 711575.36 5093850.43 463.94
"22921" 711575.44 5093889.91 463.98
"22941" 711573.78 5093861.89 463.99
"22961" 711573.51 5093825.47 464
"22981" 711573.22 5093788.84 463.7
"23001" 711572.51 5093765.3 464.66
"23021" 711572.58 5093814.93 463.94
"23041" 711572.66 5093855.95 463.88
"23061" 711571.5 5093894.96 464.07
"23081" 711571.13 5093842.38 463.99
"23101" 711570.67 5093776.08 463.79
"23121" 711570.08 5093802.02 463.81
"23141" 711570.17 5093850.18 464.13
"23161" 711569.39 5093956.89 463.86
"23181" 711568.64 5093841.41 463.48
"23201" 711568.41 5093801.5 463.93
"23221" 711567.66 5093775.95 463.78
"23241" 711567.73 5093832.83 463.36
"23261" 711567.8 5093864.59 463.93
"23281" 711566.45 5093849.01 463.81
"23301" 711566.19 5093805.43 463.76
"23321" 711565.61 5093703.28 469.03
"23341" 711565.39 5093814.35 463.92
"23361" 711565.4 5093865.81 463.56
"23381" 711564.5 5093874.19 463.84
"23401" 711564.26 5093819.07 464.1
"23421" 711563.49 5093782.73 463.98
"23441" 711563.48 5093833.47 463.56
"23461" 711563.55 5093990.64 464.1
"23481" 711562.28 5093848.1 464
"23501" 711561.94 5093773.51 463.68
"23521" 711561.43 5093814.05 463.82
"23541" 711561.42 5093879.58 463.71
"23561" 711560.18 5093838.06 462.67
"23581" 711560.04 5093780.13 463.72
"23601" 711559.54 5093810.77 463.81
"23621" 711558.54 5093877.7 464.08
"23641" 711558.32 5093813.29 463.6
"23661" 711558.21 5093672.47 470.14
"23681" 711557.68 5093829.19 463.92
"23701" 711556.49 5093863.33 464.02
"23721" 711556.32 5093803.23 463.74
"23741" 711556.16 5093702.22 468.88
"23761" 711555.72 5093832.26 463.94
"23781" 711555.05 5093987.69 463.74
"23801" 711554.7 5093816.08 463.68
"23821" 711554.78 5093662.32 470.49
"23841" 711553.99 5093830.37 464.03
"23861" 711552.85 5093881.39 463.79
"23881" 711552.77 5093807.64 463.78
"23901" 711552.33 5093784.76 463.67
"23921" 711552.09 5093877.66 463.94
"23941" 711551.12 5093834.35 463.62
"23961" 711551.11 5093785.96 463.6
"23981" 711550.62 5093789.29 463.94
"24001" 711550.34 5093846.83 462.71
"24021" 711549.37 5093912.16 463.6
"24041" 711549.41 5093836.23 463.68
"24061" 711549.44 5093789.16 463.76
"24081" 711548.81 5093808.63 463.92
"24101" 711548.56 5093846.13 462.75
"24121" 711548.44 5093888.29 463.96
"24141" 711547.6 5093874.67 463.93
"24161" 711547.69 5093812.51 463.79
"24181" 711547.13 5093821.01 463.87
"24201" 711546.85 5093874.95 463.8
"24221" 711545.99 5093891.76 464.01
"24241" 711546.11 5093831.04 463.47
"24261" 711545.68 5093808.76 463.73
"24281" 711545.4 5093854.47 463.72
"24301" 711544.9 5093932.55 463.63
"24321" 711544.55 5093853.06 463.78
"24341" 711544.71 5093813.24 463.89
"24361" 711545 5093735.95 467.92
"24381" 711544.05 5093836.38 463.84
"24401" 711543.7 5093884.33 463.86
"24421" 711542.71 5093900.64 464.03
"24441" 711542.87 5093862.29 464.02
"24461" 711543 5093827 463.59
"24481" 711543.95 5093707.08 468.86
"24501" 711542.6 5093828.92 463.72
"24521" 711542.24 5093879.17 464.11
"24541" 711541.36 5093885.24 463.6
"24561" 711541.61 5093840.93 463.89
"24581" 711541.89 5093788.96 463.99
"24601" 711541.24 5093807.12 463.88
"24621" 711540.79 5093857.56 463.91
"24641" 711540.47 5093892.6 463.92
"24661" 711539.86 5093879.2 464.01
"24681" 711540.12 5093838.33 463.67
"24701" 711541.59 5093683.51 469.56
"24721" 711539.87 5093815.08 463.95
"24741" 711539.45 5093858.5 463.99
"24761" 711539.08 5093894.47 463.98
"24781" 711538.38 5093889.49 463.79
"24801" 711538.64 5093847.33 462.77
"24821" 711540.02 5093717.38 468.53
"24841" 711538.28 5093828.79 463.69
"24861" 711537.85 5093867.34 463.68
"24881" 711535.98 5093999.91 464.16
"24901" 711537.09 5093869.75 463.88
"24921" 711537.55 5093818.12 463.64
"24941" 711537.38 5093790.61 463.62
"24961" 711536.73 5093843.66 463.64
"24981" 711536.28 5093882.27 464
"25001" 711535.43 5093889.43 463.93
"25021" 711535.9 5093841.66 463.79
"25041" 711537.73 5093695.47 469.31
"25061" 711535.7 5093816.22 463.6
"25081" 711535.21 5093853.74 463.56
"25101" 711534.74 5093891.03 464
"25121" 711534.09 5093879.95 463.87
"25141" 711534.53 5093837.82 463.69
"25161" 711536.47 5093694.17 469.3
"25181" 711534.21 5093819.35 463.66
"25201" 711533.61 5093862.73 463.85
"25221" 711532.34 5093954.52 464.68
"25241" 711532.71 5093878.72 463.9
"25261" 711533.15 5093841.35 463.69
"25281" 711535.35 5093691.67 469.36
"25301" 711532.77 5093829.62 463.6
"25321" 711532.1 5093874.16 463.94
"25341" 711530.44 5093981.95 464.17
"25361" 711531.34 5093871.71 464.05
"25381" 711531.99 5093820.27 463.68
"25401" 711534.39 5093664.3 470.23
"25421" 711531.31 5093831.68 463.59
"25441" 711530.55 5093879.51 463.69
"25461" 711529.72 5093893.81 463.99
"25481" 711530.27 5093848.21 462.7
"25501" 711530.85 5093812.04 463.88
"25521" 711530.35 5093807.77 463.72
"25541" 711529.82 5093838.37 463.73
"25561" 711529.18 5093875.88 464.04
